Depth Of Objectoin,Left Eye Rotation, Right Eye Rotation, Left Eye Rotational Correction, Right Eye Rotational Correctoin
10.13452, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.3)
10.1775, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.4)
10.1551, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.3)
10.16724, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.0)
10.15433, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.0)
10.15143, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.0)
10.16891, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.0)
10.21104, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 0.1)
10.23998, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 0.1)
10.27086, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 0.0)
10.29849, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 360.0)
10.37647, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.9)
10.40485, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.8)
10.48155, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
10.53072, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
10.62301, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
10.68778, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
10.87546, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
11.00251, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
11.2829, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.8)
11.41406, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.8)
11.55321, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.59217, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.5)
11.60547, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.58718, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.7)
11.57541, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.55546, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.51115, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.49057, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.48267, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
11.49577, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 359.6)
